transaction_id,posting_date,fiscal_year,fiscal_quarter,cost_center,department,expense_category,vendor_name,actual_amount_usd,actual_amount_inr,payment_status
TXN-2025019086,2025-01-04,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,4350.08,415258.64,Cleared
TXN-2025009009,2025-01-04,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,14251.04,1360404.28,Cleared
TXN-2025011283,2025-01-04,2025,Q1,CC-300,Sales,Travel & Entertainment,Marriott,3562.72,340097.25,Settled
TXN-2025000303,2025-01-04,2025,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,6621.55,632093.16,Settled
TXN-2025019472,2025-01-04,2025,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,Bank Processing Network,6406.76,611589.31,Settled
TXN-2025018150,2025-01-04,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,EY,5005.43,477818.35,Settled
TXN-2025018001,2025-01-04,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,Deloitte Tax,3764.71,359379.22,Cleared
TXN-2025019430,2025-01-04,2025,Q1,CC-500,Finance & Legal,Treasury & Bank Fees,Bank Processing Network,3378.74,322534.52,Settled
TXN-2025014234,2025-01-04,2025,Q1,CC-300,Sales,Client Hospitality,Four Seasons Hotels,16336.57,1559488.97,Settled
TXN-2025010315,2025-01-04,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Creative Studio Partners,9465.1,903538.45,Settled
TXN-2025014816,2025-01-04,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,397.0,37897.62,Cleared
TXN-2025018189,2025-01-04,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,Deloitte Tax,7677.29,732874.1,Settled
TXN-2025009688,2025-01-04,2025,Q1,CC-200,Marketing,Content & SEO Agencies,SearchLab,2894.28,276287.97,Settled
TXN-2025019737,2025-01-04,2025,Q1,CC-500,Finance & Legal,Payroll Processing,Workday Payroll,7677.79,732921.83,Settled
TXN-2025014196,2025-01-04,2025,Q1,CC-300,Sales,Client Hospitality,Hilton,4599.25,439044.4,Cleared
TXN-2025017817,2025-01-04,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,KPMG Tax,5783.4,552083.36,Settled
TXN-2025001175,2025-01-04,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,12486.43,1191954.61,Settled
TXN-2025013260,2025-01-04,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong,10746.01,1025814.11,Settled
TXN-2025024182,2025-01-04,2025,Q1,CC-700,Customer Success,Customer Advisory Board,Customer Research Partners,1868.31,178348.87,Settled
TXN-2025012020,2025-01-04,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,4138.39,395050.71,Settled
TXN-2025018520,2025-01-04,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Baker McKenzie,9257.66,883736.22,Pending
TXN-2025024464,2025-01-04,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,2626.35,250711.37,Cleared
TXN-2025012034,2025-01-04,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,3331.36,318011.63,Cleared
TXN-2025007441,2025-01-04,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,10603.37,1012197.7,Cleared
TXN-2025016587,2025-01-04,2025,Q1,CC-400,Operations,Logistics & Shipping,DHL,14985.96,1430559.74,Settled
TXN-2025006557,2025-01-04,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Lenovo,6996.71,667905.94,Settled
TXN-2025006335,2025-01-04,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW,2227.84,212669.61,Settled
TXN-2025004014,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,6634.69,633347.51,Settled
TXN-2025002112,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,1838.97,175548.08,Settled
TXN-2025016237,2025-01-04,2025,Q1,CC-400,Operations,Office Facilities & Lease,WeWork,7746.37,739468.48,Settled
TXN-2025022807,2025-01-04,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,3779.02,360745.25,Settled
TXN-2025006179,2025-01-04,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,19833.28,1893284.91,Settled
TXN-2025004096,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,5431.98,518536.81,Cleared
TXN-2025002624,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,3690.89,352332.36,Cleared
TXN-2025002181,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,6073.43,579769.63,Pending
TXN-2025006001,2025-01-04,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,1403.52,133980.02,Settled
TXN-2025015888,2025-01-04,2025,Q1,CC-400,Operations,Office Facilities & Lease,WeWork,2927.28,279438.15,Cleared
TXN-2025022705,2025-01-04,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,9690.52,925057.04,Settled
TXN-2025022680,2025-01-04,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,6177.82,589734.7,Settled
TXN-2025023780,2025-01-04,2025,Q1,CC-700,Customer Success,Customer Advisory Board,Eventbrite,2714.93,259167.22,Cleared
TXN-2025015504,2025-01-04,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,4055.78,387164.76,Settled
TXN-2025021799,2025-01-04,2025,Q1,CC-600,Product & Design,Design Contractors,Fiverr Business,615.74,58778.54,Settled
TXN-2025021845,2025-01-04,2025,Q1,CC-600,Product & Design,Design Contractors,Toptal,5669.73,541232.43,Cleared
TXN-2025004683,2025-01-04,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,1808.24,172614.59,Settled
TXN-2025015550,2025-01-04,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,1902.57,181619.33,Settled
TXN-2025004750,2025-01-04,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,8191.97,782005.46,Cleared
TXN-2025022011,2025-01-04,2025,Q1,CC-600,Product & Design,Design Contractors,Design Contractor Pool,9790.29,934581.08,Cleared
TXN-2025004780,2025-01-04,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,5367.13,512346.23,Settled
TXN-2025002478,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,5232.04,499450.54,Settled
TXN-2025005350,2025-01-04,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,11654.73,1112560.53,Settled
TXN-2025004960,2025-01-04,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,1859.58,177515.51,Cleared
TXN-2025008565,2025-01-04,2025,Q1,CC-200,Marketing,Events & Sponsorships,SaaStr Events,7166.54,684117.91,Settled
TXN-2025015631,2025-01-04,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,SAP,4463.93,426126.76,Settled
TXN-2025005130,2025-01-04,2025,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,7357.53,702349.81,Cleared
TXN-2025006561,2025-01-04,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,7941.05,758052.63,Settled
TXN-2025003918,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,3551.85,339059.6,Settled
TXN-2025015640,2025-01-04,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,SAP,8658.53,826543.27,Settled
TXN-2025023277,2025-01-04,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,9420.15,899247.52,Settled
TXN-2025008006,2025-01-04,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,2591.31,247366.45,Settled
TXN-2025023356,2025-01-04,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,8441.51,805826.54,Cleared
TXN-2025002752,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,6463.91,617044.85,Settled
TXN-2025001807,2025-01-04,2025,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,18326.47,1749444.83,Settled
TXN-2025003075,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,2016.63,192507.5,Cleared
TXN-2025006695,2025-01-04,2025,Q1,CC-100,Engineering,Hardware & Peripherals,Dell Technologies,13272.38,1266981.39,Settled
TXN-2025016025,2025-01-04,2025,Q1,CC-400,Operations,Office Facilities & Lease,WeWork,19792.41,1889383.46,Settled
TXN-2025003603,2025-01-04,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,6376.84,608733.15,Cleared
TXN-2025006975,2025-01-04,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,3157.27,301392.99,Settled
TXN-2025006964,2025-01-04,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,14900.3,1422382.64,Settled
TXN-2025001763,2025-01-04,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,13725.01,1310189.45,Settled
TXN-2025023534,2025-01-04,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,5381.28,513696.99,Settled
TXN-2025023039,2025-01-04,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,7538.16,719592.75,Cleared
TXN-2025020580,2025-01-04,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Maze,9461.75,903218.65,Settled
TXN-2025012154,2025-01-05,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,1414.2,134999.53,Settled
TXN-2025004598,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,6428.75,613688.48,Settled
TXN-2025013726,2025-01-05,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong,2482.99,237026.23,Cleared
TXN-2025016339,2025-01-05,2025,Q1,CC-400,Operations,Office Facilities & Lease,Regus,3209.45,306374.1,Settled
TXN-2025013831,2025-01-05,2025,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce,6397.49,610704.4,Settled
TXN-2025018456,2025-01-05,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Clifford Chance,8206.46,783388.67,Settled
TXN-2025023334,2025-01-05,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,5052.87,482346.97,Settled
TXN-2025000801,2025-01-05,2025,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,4822.06,460313.85,Cleared
TXN-2025002870,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,15381.9,1468356.17,Settled
TXN-2025005060,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,17619.35,1681943.15,Cleared
TXN-2025014095,2025-01-05,2025,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot,3406.79,325212.17,Settled
TXN-2025002979,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,7120.41,679714.34,Settled
TXN-2025023382,2025-01-05,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Zendesk,1308.69,124927.55,Settled
TXN-2025012060,2025-01-05,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,6256.31,597227.35,Settled
TXN-2025000790,2025-01-05,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,10720.9,1023417.11,Settled
TXN-2025014232,2025-01-05,2025,Q1,CC-300,Sales,Client Hospitality,Four Seasons Hotels,2868.48,273825.1,Cleared
TXN-2025004390,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,6419.65,612819.79,Settled
TXN-2025017946,2025-01-05,2025,Q1,CC-500,Finance & Legal,External Audit & Tax,EY,3321.83,317101.89,Settled
TXN-2025003816,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,4517.38,431229.09,Settled
TXN-2025011538,2025-01-05,2025,Q1,CC-300,Sales,Commissions & Incentives,Xactly,5036.62,480795.75,Settled
TXN-2025022796,2025-01-05,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,9496.43,906529.21,Settled
TXN-2025012726,2025-01-05,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,4252.19,405914.06,Cleared
TXN-2025016174,2025-01-05,2025,Q1,CC-400,Operations,Office Facilities & Lease,WeWork,4273.21,407920.63,Cleared
TXN-2025013237,2025-01-05,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,3784.46,361264.55,Cleared
TXN-2025004203,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,5562.4,530986.7,Pending
TXN-2025012555,2025-01-05,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,4369.5,417112.47,Cleared
TXN-2025003308,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,5238.9,500105.39,Settled
TXN-2025024682,2025-01-05,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,7525.33,718368.0,Settled
TXN-2025013363,2025-01-05,2025,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce,1906.77,182020.26,Settled
TXN-2025016090,2025-01-05,2025,Q1,CC-400,Operations,Office Facilities & Lease,Regus,11661.15,1113173.38,Settled
TXN-2025002586,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,5933.49,566410.96,Settled
TXN-2025022690,2025-01-05,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Freshworks,2258.14,215562.04,Cleared
TXN-2025013451,2025-01-05,2025,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot,5241.54,500357.41,Settled
TXN-2025004373,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,3602.22,343867.92,Settled
TXN-2025013479,2025-01-05,2025,Q1,CC-300,Sales,CRM & Enablement Software,Gong,809.23,77249.1,Settled
TXN-2025005065,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,8449.36,806575.91,Settled
TXN-2025002892,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,3962.68,378277.43,Settled
TXN-2025024429,2025-01-05,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Sendoso,1885.12,179953.56,Settled
TXN-2025015059,2025-01-05,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,Oracle NetSuite,5969.83,569879.97,Pending
TXN-2025006961,2025-01-05,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,4011.79,382965.47,Cleared
TXN-2025002248,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,2884.54,275358.19,Settled
TXN-2025015496,2025-01-05,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,SAP,21129.45,2017017.3,Settled
TXN-2025010516,2025-01-05,2025,Q1,CC-200,Marketing,Brand & Creative Assets,Canva Enterprise,14381.27,1372836.03,Settled
TXN-2025005982,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,7806.97,745253.36,Settled
TXN-2025007678,2025-01-05,2025,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,5988.0,571614.48,Cleared
TXN-2025024907,2025-01-05,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Corporate Gifting Co.,24036.3,2294505.2,Cleared
TXN-2025006150,2025-01-05,2025,Q1,CC-100,Engineering,Hardware & Peripherals,CDW,8020.32,765619.75,Pending
TXN-2025021568,2025-01-05,2025,Q1,CC-600,Product & Design,Design Contractors,Design Contractor Pool,16135.34,1540279.56,Settled
TXN-2025007276,2025-01-05,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,8487.74,810239.66,Settled
TXN-2025021349,2025-01-05,2025,Q1,CC-600,Product & Design,Prototyping Software,Adobe XD,2826.34,269802.42,Cleared
TXN-2025015252,2025-01-05,2025,Q1,CC-400,Operations,SaaS Licenses & ERP,ServiceNow,4269.47,407563.61,Settled
TXN-2025019781,2025-01-05,2025,Q1,CC-500,Finance & Legal,Payroll Processing,Paychex,3363.48,321077.8,Cleared
TXN-2025021635,2025-01-05,2025,Q1,CC-600,Product & Design,Design Contractors,Fiverr Business,3029.39,289185.57,Pending
TXN-2025021909,2025-01-05,2025,Q1,CC-600,Product & Design,Design Contractors,Toptal,7896.3,753780.8,Settled
TXN-2025007091,2025-01-05,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,4198.41,400780.22,Cleared
TXN-2025001682,2025-01-05,2025,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,1336.18,127551.74,Settled
TXN-2025024083,2025-01-05,2025,Q1,CC-700,Customer Success,Customer Advisory Board,Four Seasons Hotels,12797.18,1221618.8,Settled
TXN-2025005652,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,3007.85,287129.36,Settled
TXN-2025008327,2025-01-05,2025,Q1,CC-200,Marketing,Paid Performance Ads,Meta Ads,5318.34,507688.74,Settled
TXN-2025005365,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,5180.47,494527.67,Cleared
TXN-2025005451,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,9958.63,950650.82,Cleared
TXN-2025008524,2025-01-05,2025,Q1,CC-200,Marketing,Events & Sponsorships,SaaStr Events,9037.1,862681.57,Settled
TXN-2025005507,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,6666.21,636356.41,Settled
TXN-2025009022,2025-01-05,2025,Q1,CC-200,Marketing,Events & Sponsorships,SaaStr Events,2895.53,276407.29,Settled
TXN-2025002292,2025-01-05,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,1210.08,115514.24,Settled
TXN-2025005144,2025-01-05,2025,Q1,CC-100,Engineering,DevOps Tooling,Datadog,4511.19,430638.2,Settled
TXN-2025019783,2025-01-06,2025,Q1,CC-500,Finance & Legal,Payroll Processing,ADP,6742.55,643643.82,Cleared
TXN-2025003458,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,2967.96,283321.46,Settled
TXN-2025023494,2025-01-06,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,2120.43,202416.25,Settled
TXN-2025002873,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,18074.85,1725425.18,Settled
TXN-2025023961,2025-01-06,2025,Q1,CC-700,Customer Success,Customer Advisory Board,Eventbrite,3152.41,300929.06,Settled
TXN-2025020952,2025-01-06,2025,Q1,CC-600,Product & Design,Prototyping Software,Figma,6192.75,591159.91,Settled
TXN-2025024635,2025-01-06,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Sendoso,2503.8,239012.75,Settled
TXN-2025008531,2025-01-06,2025,Q1,CC-200,Marketing,Events & Sponsorships,Web Summit,3286.9,313767.47,Settled
TXN-2025024636,2025-01-06,2025,Q1,CC-700,Customer Success,Retention Swag & Gifting,Snappy,5564.39,531176.67,Settled
TXN-2025003339,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,11542.11,1101809.82,Settled
TXN-2025003116,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,19317.31,1844030.41,Cleared
TXN-2025013287,2025-01-06,2025,Q1,CC-300,Sales,CRM & Enablement Software,HubSpot,2325.45,221987.46,Settled
TXN-2025019874,2025-01-06,2025,Q1,CC-500,Finance & Legal,Payroll Processing,ADP,1455.98,138987.85,Settled
TXN-2025009329,2025-01-06,2025,Q1,CC-200,Marketing,Content & SEO Agencies,SearchLab,10397.26,992522.44,Settled
TXN-2025007509,2025-01-06,2025,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,6010.92,573802.42,Settled
TXN-2025020579,2025-01-06,2025,Q1,CC-600,Product & Design,UX Research & UserTesting,Qualtrics,4867.81,464681.14,Cleared
TXN-2025024176,2025-01-06,2025,Q1,CC-700,Customer Success,Customer Advisory Board,Eventbrite,4333.1,413637.73,Settled
TXN-2025023308,2025-01-06,2025,Q1,CC-700,Customer Success,Ticketing & Support Tools,Intercom,9814.55,936896.94,Cleared
TXN-2025008031,2025-01-06,2025,Q1,CC-200,Marketing,Paid Performance Ads,Google Ads,3186.43,304176.61,Settled
TXN-2025003152,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,5603.12,534873.84,Settled
TXN-2025007912,2025-01-06,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,13146.57,1254971.57,Settled
TXN-2025013701,2025-01-06,2025,Q1,CC-300,Sales,CRM & Enablement Software,Salesforce,2399.42,229048.63,Settled
TXN-2025008472,2025-01-06,2025,Q1,CC-200,Marketing,Paid Performance Ads,LinkedIn Ads,3639.35,347412.35,Pending
TXN-2025003254,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,4131.14,394358.62,Settled
TXN-2025004030,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Robert Half,3746.57,357647.57,Cleared
TXN-2025003764,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Adecco Staffing,4382.16,418320.99,Settled
TXN-2025012189,2025-01-06,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,2587.59,247011.34,Cleared
TXN-2025000839,2025-01-06,2025,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,3213.88,306796.98,Settled
TXN-2025012126,2025-01-06,2025,Q1,CC-300,Sales,Commissions & Incentives,Direct Commission Disbursal,3658.48,349238.5,Settled
TXN-2025001121,2025-01-06,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Google Cloud,1685.62,160909.29,Settled
TXN-2025004695,2025-01-06,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,7141.95,681770.55,Cleared
TXN-2025010976,2025-01-06,2025,Q1,CC-300,Sales,Travel & Entertainment,Uber for Business,10989.75,1049081.53,Settled
TXN-2025005697,2025-01-06,2025,Q1,CC-100,Engineering,DevOps Tooling,Atlassian,2808.5,268099.41,Settled
TXN-2025000889,2025-01-06,2025,Q1,CC-100,Engineering,Cloud Infrastructure,AWS,11179.61,1067205.57,Settled
TXN-2025022127,2025-01-06,2025,Q1,CC-600,Product & Design,Design Contractors,Fiverr Business,8236.4,786246.74,Settled
TXN-2025005007,2025-01-06,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,4631.73,442144.95,Pending
TXN-2025018616,2025-01-06,2025,Q1,CC-500,Finance & Legal,Legal Counsel & Retainers,Regional Counsel,1601.25,152855.32,Cleared
TXN-2025011628,2025-01-06,2025,Q1,CC-300,Sales,Commissions & Incentives,Sales Incentive Pool,6515.81,621999.22,Settled
TXN-2025005206,2025-01-06,2025,Q1,CC-100,Engineering,DevOps Tooling,GitHub Enterprise,1968.9,187951.19,Settled
TXN-2025001038,2025-01-06,2025,Q1,CC-100,Engineering,Cloud Infrastructure,Microsoft Azure,3711.96,354343.7,Cleared
TXN-2025002436,2025-01-06,2025,Q1,CC-100,Engineering,Salaries & Contractors,Contractor Payroll,4293.63,409869.92,Cleared
TXN-2025023760,2025-01-06,2025,Q1,CC-700,Customer Success,Customer Advisory Board,Eventbrite,23426.44,2236287.96,Settled
TXN-2025010743,2025-01-06,2025,Q1,CC-300,Sales,Travel & Entertainment,American Airlines,9994.05,954032.01,Settled
